0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
0.080299,0.12267,0.081594,0.1203,0.080948,0.11378,0.11351,0.081485,0.081782,0.10343,0.11415,0.081158,0.079568,0.079256,0.079211
